id,commodity,unit,hyvee_everyday,hyvee_ad,hyvee_ad_from,hyvee_ad_to,hyvee_shown,aldi_everyday,aldi_ad,aldi_ad_from,aldi_ad_to,aldi_shown,familyfare_everyday,familyfare_ad,familyfare_ad_from,familyfare_ad_to,familyfare_shown,fareway_everyday,fareway_ad,fareway_ad_from,fareway_ad_to,fareway_shown,bakers_everyday,bakers_ad,bakers_ad_from,bakers_ad_to,bakers_shown,sams_everyday,sams_ad,sams_ad_from,sams_ad_to,sams_shown,walmart_everyday,walmart_ad,walmart_ad_from,walmart_ad_to,walmart_shown
cheese-crackers,Cheese Crackers,oz,0.3621,0.4077,2026-08-03,2026-08-30,0.3621,0.1805,,,,0.1805,0.209,,,,0.209,0.3557,0.2543,2026-08-11,2026-09-10,0.2543,0.2331,0.2927,2026-08-19,2026-08-25,0.2331,0.1791,,,,0.1791,0.2029,,,,0.2029
pasta,Pasta (dry),oz,0.0793,0.0619,,,0.0619,0.0591,,,,0.0591,0.0744,,,,0.0744,0.1119,0.0619,2026-08-05,2026-09-04,0.0619,0.0831,0.2745,2026-08-19,2026-08-25,0.0831,0.0571,,,,0.0571,0.0606,,,,0.0606
peanut-butter,Peanut Butter,oz,0.1495,0.1495,2026-08-24,2026-08-30,0.1495,0.0863,,,,0.0863,0.1556,,,,0.1556,0.2141,0.119,2026-08-03,2026-08-29,0.119,0.1014,0.0931,2026-08-19,2026-08-25,0.0931,0.0831,,,,0.0831,0.0895,,,,0.0895
cranberry-juice,Cranberry Juice,floz,0.0389,0.0311,2026-08-03,2026-08-30,0.0311,0.0405,,,,0.0405,0.053,,,,0.053,0.0514,0.0466,2026-08-11,2026-09-10,0.0466,0.0467,0.0469,2026-08-19,2026-09-09,0.0467,0.0431,,,,0.0431,0.0464,,,,0.0464
bottled-water,Bottled Water (24-pack),each,0.2079,0.2079,2026-08-03,2026-08-30,0.2079,0.1662,,,,0.1662,0.1662,,,,0.1662,0.1871,0.1612,,,0.1612,0.1538,0.1388,2026-08-19,2026-09-02,0.1388,0.0995,,,,0.0995,0.1367,,,,0.1367
ice-cream,Ice Cream,floz,0.0584,0.0546,2026-08-03,2026-08-30,0.0546,0.0499,,,,0.0499,0.0663,,,,0.0663,0.1142,0.0821,,,0.0821,0.0623,0.0468,2026-08-19,2026-08-25,0.0468,0.05,,,,0.05,0.0566,,,,0.0566
bratwurst,Bratwurst,lb,4.9853,6.4,2026-08-03,2026-08-30,4.9853,2.3825,,,,2.3825,5.3244,,,,5.3244,5.0442,,,,5.0442,3.5467,,,,3.5467,,,,,,2.393,,,,2.393
almonds,Almonds,oz,0.7483,0.796,2026-08-03,2026-08-30,0.7483,0.425,,,,0.425,0.5408,,,,0.5408,0.6244,0.5612,2026-07-27,2026-08-26,0.5612,0.6869,,,,0.6869,0.2871,,,,0.2871,0.3588,,,,0.3588
fruit-snacks,Fruit Snacks,each,0.249,0.1998,2026-08-24,2026-08-30,0.1998,0.297,,,,0.297,0.2304,,,,0.2304,,0.249,2026-08-03,2026-08-29,0.249,0.1968,0.1998,2026-07-15,2026-09-09,0.1968,0.1327,,,,0.1327,0.1742,,,,0.1742
avocados,Avocados,each,,3,2026-08-03,2026-08-30,3,0.4817,0.59,2026-08-19,2026-08-25,0.4817,1.49,,,,1.49,1.5,0.99,2026-08-21,2026-09-20,0.99,0.9975,1.49,2026-08-21,2026-08-26,0.9975,1.272,,,,1.272,0.58,,,,0.58
bacon,Bacon,lb,4.89,4.47,2026-08-24,2026-08-30,4.47,3.95,,,,3.95,5.32,6.6667,2026-08-23,2026-08-29,5.32,4.99,,,,4.99,4.4444,3.99,2026-08-19,2026-08-26,3.99,3.784,,,,3.784,3.96,,,,3.96
jelly,Jelly / Jam,oz,0.0872,0.0775,2026-08-24,2026-08-30,0.0775,0.0863,,,,0.0863,0.0997,,,,0.0997,0.1091,0.0931,,,0.0931,0.0872,0.1459,2026-07-15,2026-09-09,0.0872,0.0747,,,,0.0747,0.0856,,,,0.0856
bbq-sauce,BBQ Sauce,oz,0.1267,0.1106,2026-08-24,2026-08-30,0.1106,0.0939,,,,0.0939,0.1106,0.2778,2026-08-23,2026-08-29,0.1106,0.1418,0.1243,2026-08-09,2026-09-08,0.1243,0.1061,,,,0.1061,0.07,,,,0.07,0.0762,,,,0.0762
bottled-marinade,Meat Marinade (bottled),floz,0.1869,0.398,2026-08-03,2026-08-30,0.1869,,,,,,0.2278,,,,0.2278,0.1862,0.1731,2026-08-09,2026-09-08,0.1731,0.1992,,,,0.1992,,,,,,0.1731,,,,0.1731
bread-crumbs,Bread Crumbs / Panko,oz,0.2978,0.199,2026-08-24,2026-08-30,0.199,0.1233,,,,0.1233,0.126,,,,0.126,0.166,0.1527,2026-07-31,2026-08-30,0.1527,0.1193,,,,0.1193,0.0743,,,,0.0743,0.0813,,,,0.0813
bacon-bits,Bacon Bits,oz,,0.7046,2026-08-24,2026-08-30,0.7046,0.78,,,,0.78,,,,,,,,,,,,,,,,,,,,,1.16,,,,1.16
tortilla-chips,Tortilla Chips,oz,0.2069,0.266,2026-08-24,2026-08-30,0.2069,0.1654,0.1654,2026-08-19,2026-08-25,0.1654,0.1915,0.4651,2026-08-23,2026-08-29,0.1915,0.2173,0.1809,2026-07-31,2026-08-30,0.1809,0.1494,0.1818,2026-07-22,2026-09-16,0.1494,0.1446,,,,0.1446,0.143,,,,0.143
canned-chicken,Canned Chicken Breast,oz,0.1992,0.349,2026-08-24,2026-08-30,0.1992,0.2072,,,,0.2072,0.3192,,,,0.3192,0.3192,0.2396,2026-08-23,2026-09-22,0.2396,0.2332,,,,0.2332,0.1675,,,,0.1675,0.2118,,,,0.2118
steak-sauce,Steak Sauce (A.1. style),floz,0.278,0.329,2026-08-24,2026-08-30,0.278,0.199,,,,0.199,0.3326,,,,0.3326,0.349,0.299,2026-08-09,2026-09-08,0.299,0.4993,0.466,2026-08-19,2026-09-02,0.466,0.2145,,,,0.2145,0.214,,,,0.214
shrimp,"Shrimp (frozen, raw)",lb,7.9867,10.98,2026-08-24,2026-08-30,7.9867,8.245,,,,8.245,9.99,,,,9.99,8.6533,,,,8.6533,8.99,6.99,2026-08-19,2026-08-25,6.99,5.82,,,,5.82,6.76,,,,6.76
sliced-cheese,Sliced Cheese,oz,0.2494,0.3125,2026-08-24,2026-08-30,0.2494,0.1542,,,,0.1542,0.3744,,,,0.3744,0.2908,0.2067,,,0.2067,0.1967,0.2742,2026-08-19,2026-08-25,0.1967,0.1521,,,,0.1521,0.145,,,,0.145
bagels,Bagels,each,0.458,0.798,2026-08-24,2026-08-30,0.458,0.3317,,,,0.3317,0.5983,,,,0.5983,0.579,0.3333,2026-08-09,2026-09-08,0.3333,0.415,1.1975,2026-08-19,2026-09-16,0.415,0.5817,,,,0.5817,0.3567,,,,0.3567
salmon,Salmon (fillets),lb,7.192,7.9867,2026-08-24,2026-08-30,7.192,5.425,10.99,2026-08-19,2026-08-25,5.425,10.49,,,,10.49,7.992,,,,7.992,9.99,7.992,2026-08-19,2026-10-14,7.992,9.976,,,,9.976,8.87,,,,8.87
taco-sauce,Taco Sauce,oz,0.1681,0.1744,2026-08-24,2026-08-30,0.1681,,,,,,0.2244,,,,0.2244,0.2494,0.2175,2026-08-09,2026-09-08,0.2175,0.2492,0.2181,2026-07-15,2026-09-09,0.2181,0.1992,,,,0.1992,0.1112,,,,0.1112
charcoal,Charcoal Briquets,lb,0.7779,0.5513,2026-08-24,2026-08-30,0.5513,,,,,,0.8744,,,,0.8744,0.713,0.5182,2026-08-23,2026-09-22,0.5182,0.7079,0.5188,2026-08-17,2026-09-14,0.5188,0.587,,,,0.587,0.4925,,,,0.4925
paper-plates,Paper Plates,each,0.0348,0.0461,2026-08-24,2026-08-30,0.0348,0.0484,0.0484,2026-08-19,2026-08-25,0.0484,0.0679,,,,0.0679,0.1038,0.0621,2026-08-09,2026-09-08,0.0621,0.0483,0.0623,2026-08-19,2026-09-16,0.0483,0.0358,,,,0.0358,0.0348,,,,0.0348
sandwich-cookies,Sandwich Cookies,oz,0.3325,0.208,2026-08-24,2026-08-30,0.208,0.11,,,,0.11,0.2089,0.25,2026-08-23,2026-08-29,0.2089,0.1396,0.1192,2026-08-11,2026-09-10,0.1192,0.1116,0.2065,2026-08-19,2026-08-26,0.1116,0.175,,,,0.175,0.1112,,,,0.1112
pretzels,Pretzels,oz,0.1993,0.4433,2026-08-24,2026-08-30,0.1993,0.1369,,,,0.1369,0.1619,,,,0.1619,0.1869,0.1556,2026-07-27,2026-08-26,0.1556,0.1667,0.3746,2026-07-15,2026-09-09,0.1667,0.1413,,,,0.1413,0.1525,,,,0.1525
ketchup,Ketchup,oz,0.0784,0.0775,2026-08-24,2026-08-30,0.0775,0.0513,,,,0.0513,0.0662,,,,0.0662,0.0653,0.0616,2026-07-31,2026-08-30,0.0616,0.0545,0.0745,2026-07-15,2026-09-09,0.0545,0.0832,,,,0.0832,0.0506,,,,0.0506
potato-chips,Potato Chips,oz,0.3362,0.25,2026-08-24,2026-08-30,0.25,0.1674,,,,0.1674,0.2568,0.5882,2026-08-23,2026-08-29,0.2568,0.3119,0.235,2026-07-31,2026-08-30,0.235,0.2146,0.4,2026-08-08,2026-08-26,0.2146,0.1862,,,,0.1862,0.1852,,,,0.1852
mustard,Yellow Mustard,oz,0.0693,0.1658,2026-08-24,2026-08-30,0.0693,0.0495,,,,0.0495,0.0995,,,,0.0995,0.1145,0.0985,,,0.0985,0.0988,0.1421,2026-08-19,2026-09-02,0.0988,0.0512,,,,0.0512,0.05,,,,0.05
baked-beans,Baked Beans,oz,,0.0711,2026-08-24,2026-08-30,0.0711,0.0711,,,,0.0711,0.0791,,,,0.0791,0.0747,0.0593,2026-08-11,2026-09-10,0.0593,0.0782,0.1458,2026-06-17,2026-09-09,0.0782,0.0733,,,,0.0733,0.0573,,,,0.0573
grapes,Grapes,lb,2.99,2.49,2026-08-24,2026-08-30,2.49,1.29,1.29,2026-08-19,2026-08-25,1.29,3.69,1.99,2026-08-23,2026-08-29,1.99,1.99,2.99,,,1.99,2.6633,2.49,2026-08-19,2026-08-26,2.49,1.9567,,,,1.9567,1.8711,,,,1.8711
apples,Apples,lb,1.99,3.99,2026-08-24,2026-08-30,1.99,0.9967,,,,0.9967,1.79,,,,1.79,1.48,1.48,2026-08-03,2026-08-29,1.48,1,,,,1,1.555,,,,1.555,1.08,,,,1.08
strawberries,Strawberries,oz,0.2494,0.1869,2026-08-24,2026-08-30,0.1869,0.1181,,,,0.1181,0.3119,,,,0.3119,0.2494,0.1869,,,0.1869,0.1561,0.1869,2026-08-19,2026-08-26,0.1561,0.1553,,,,0.1553,0.147,,,,0.147
oranges,Oranges,lb,1.4975,1.99,2026-08-24,2026-08-30,1.4975,1.13,,,,1.13,2.33,,,,2.33,2,1.4889,,,1.4889,1.1238,,,,1.1238,1.3217,,,,1.3217,1.13,,,,1.13
ground-beef-93-7,93/7 Lean Ground Beef,lb,8.99,7.98,2026-08-24,2026-08-30,7.98,7.39,,,,7.39,9.29,,,,9.29,7.49,,,,7.49,,,,,,6.07,,,,6.07,6.99,,,,6.99
salsa,Salsa,oz,0.1681,0.1213,2026-08-24,2026-08-30,0.1213,0.1079,0.1556,2026-08-19,2026-08-25,0.1079,0.1556,,,,0.1556,0.1372,0.1246,2026-08-09,2026-09-08,0.1246,0.1329,0.2181,2026-08-19,2026-09-16,0.1329,0.0984,,,,0.0984,0.1231,,,,0.1231
bread,Bread (loaf),each,1.99,5.49,2026-08-24,2026-08-30,1.99,,,,,,,,,,,1.69,,,,1.69,,,,,,1.76,,,,1.76,6.97,,,,6.97
fruit-cups,Fruit Cups,each,0.695,0.6725,2026-08-24,2026-08-30,0.6725,0.5475,,,,0.5475,0.7475,,,,0.7475,0.8225,0.5825,2026-08-03,2026-08-29,0.5825,0.6662,0.7492,2026-07-15,2026-09-16,0.6662,0.4575,,,,0.4575,0.5925,,,,0.5925
peaches,Peaches,lb,2.99,2.99,2026-08-24,2026-08-30,2.99,1.39,1.39,2026-08-19,2026-08-25,1.39,2.99,2.99,2026-08-23,2026-08-29,2.99,2.64,1.8537,,,1.8537,1.79,1.99,2026-08-19,2026-08-26,1.79,1.9967,,,,1.9967,1.835,,,,1.835
pork-tenderloin,Pork Tenderloin,lb,4.99,3.88,2026-08-24,2026-08-30,3.88,3.59,,,,3.59,5.49,,,,5.49,3.99,,,,3.99,,,,,,2.98,,,,2.98,3.9707,,,,3.9707
pork-chops,Pork Chops,lb,4.29,3.99,2026-08-24,2026-08-30,3.99,2.99,,,,2.99,4.79,,,,4.79,5,4,2026-08-05,2026-09-04,4,4.4444,3.99,2026-08-19,2026-11-11,3.99,2.52,,,,2.52,3.27,,,,3.27
frozen-lasagna,Frozen Lasagna,oz,0.284,0.3596,2026-08-24,2026-08-30,0.284,0.1576,,,,0.1576,,,,,,0.1782,0.1639,2026-08-11,2026-09-10,0.1639,0.1532,0.3133,2026-07-29,2026-09-02,0.1532,0.156,,,,0.156,0.142,,,,0.142
kielbasa,Kielbasa / Smoked Sausage,lb,4.7289,5.1371,2026-08-24,2026-08-30,4.7289,3.2952,3.3029,2026-08-19,2026-08-25,3.2952,4.56,,,,4.56,5.1314,,,,5.1314,3.76,3.4286,2026-08-19,2026-09-16,3.4286,2.659,,,,2.659,2.336,,,,2.336
chuck-roast,Chuck Roast,lb,8.99,9.88,2026-08-24,2026-08-30,8.99,7.99,,,,7.99,10.99,6.99,2026-08-23,2026-08-29,6.99,7.88,,,,7.88,10.99,,,,10.99,6.64,,,,6.64,7.9689,,,,7.9689
pears,Pears,lb,1.99,1.99,2026-08-24,2026-08-30,1.99,1.4967,,,,1.4967,,1.79,2026-08-23,2026-08-29,1.79,1.99,,,,1.99,2.645,2.9125,2026-07-15,2026-09-16,2.645,1.655,,,,1.655,2.4779,,,,2.4779
ground-turkey,Ground Turkey,lb,4.69,4.99,2026-08-24,2026-08-30,4.69,2.6633,,,,2.6633,5.99,,,,5.99,5.49,,,,5.49,3.3333,,,,3.3333,4.3265,,,,4.3265,3.8213,,,,3.8213
pork-shoulder,Pork Shoulder / Butt,lb,2.99,2.69,2026-08-24,2026-08-30,2.69,2.99,,,,2.99,4.49,,,,4.49,1.99,,,,1.99,2.49,1.99,2026-08-19,2026-08-26,1.99,1.94,,,,1.94,2.24,,,,2.24
sponges,Dish Sponges,each,0.9967,,,,0.9967,0.53,,,,0.53,,,,,,0.7475,0.67,2026-08-09,2026-09-08,0.67,,,,,,0.7483,,,,0.7483,0.485,,,,0.485
drain-cleaner,Drain Cleaner,floz,0.1559,,,,0.1559,,,,,,0.1434,,,,0.1434,0.1403,0.1247,2026-08-11,2026-09-10,0.1247,0.0936,0.1249,2026-08-19,2026-09-02,0.0936,0.0804,,,,0.0804,0.0428,,,,0.0428
bay-leaves,Bay Leaves,oz,55.5,,,,55.5,,,,,,31.9333,,,,31.9333,14.6471,9.8824,2026-08-11,2026-09-10,9.8824,7.9733,,,,7.9733,4.27,,,,4.27,1.4369,,,,1.4369
shower-cleaner,Shower / Bathroom Cleaner,floz,0.0998,,,,0.0998,0.0841,,,,0.0841,0.1872,,,,0.1872,0.1244,0.0919,2026-08-09,2026-09-08,0.0919,0.1184,,,,0.1184,0.1,,,,0.1,0.0544,,,,0.0544
hand-soap,Hand Soap (liquid),floz,0.1198,,,,0.1198,0.0558,,,,0.0558,0.0998,,,,0.0998,0.5987,0.4653,2026-08-01,2026-08-31,0.4653,0.0658,0.395,2026-08-19,2026-09-02,0.0658,0.1497,,,,0.1497,0.0594,,,,0.0594
bar-soap,Bar Soap,each,1.25,,,,1.25,,,,,,0.9988,,,,0.9988,1.4967,1.23,2026-08-11,2026-09-10,1.23,0.7075,1.4967,2026-08-19,2026-09-23,0.7075,0.4988,,,,0.4988,0.7225,,,,0.7225
toilet-bowl-cleaner,Toilet Bowl Cleaner,floz,0.1538,,,,0.1538,0.0746,,,,0.0746,0.1028,,,,0.1028,0.1456,0.1035,2026-08-11,2026-09-10,0.1035,0.0935,,,,0.0935,0.0867,,,,0.0867,0.08,,,,0.08
raspberries,Raspberries,oz,0.8317,,,,0.8317,0.4483,,,,0.4483,0.4994,,,,0.4994,0.8317,0.48,2026-08-09,2026-09-08,0.48,0.5483,0.6027,2026-08-22,2026-09-09,0.5483,0.2475,,,,0.2475,0.52,,,,0.52
beef-jerky,Beef Jerky,oz,2.4526,,,,2.4526,0.998,,,,0.998,1.4123,,,,1.4123,1.599,1.499,2026-08-11,2026-09-10,1.499,1.3112,1.4988,2026-08-19,2026-09-02,1.3112,1.055,,,,1.055,1.1429,,,,1.1429
iced-tea,Iced Tea (bottled/gallon),floz,0.0507,0.0337,2026-08-24,2026-08-30,0.0337,0.0304,,,,0.0304,,,,,,0.039,0.0311,2026-08-09,2026-09-08,0.0311,0.0257,0.0234,2026-08-19,2026-09-09,0.0234,0.0287,,,,0.0287,0.0253,,,,0.0253
tea-bags,Tea Bags,each,0.0449,,,,0.0449,0.0621,,,,0.0621,0.0699,,,,0.0699,0.0738,0.0598,2026-08-09,2026-09-08,0.0598,0.0239,0.0718,2026-08-17,2026-10-12,0.0239,0.0376,,,,0.0376,0.0218,,,,0.0218
bleach,Bleach,floz,0.0341,,,,0.0341,0.0483,,,,0.0483,0.074,,,,0.074,0.039,0.0312,2026-08-11,2026-09-10,0.0312,0.0311,,,,0.0311,0.0523,,,,0.0523,0.0486,,,,0.0486
stain-remover,Laundry Stain Remover,floz,0.1153,,,,0.1153,0.1541,,,,0.1541,0.1432,,,,0.1432,0.1165,0.0998,2026-08-05,2026-09-04,0.0998,0.1065,0.1586,2026-08-19,2026-11-16,0.1065,0.1169,,,,0.1169,0.0997,,,,0.0997
pickles,Pickles (dill),oz,0.1162,0.1079,,,0.1079,0.0841,,,,0.0841,0.1162,,,,0.1162,0.1153,0.0866,,,0.0866,0.0934,0.1038,2026-08-19,2026-09-02,0.0934,0.05,,,,0.05,0.0745,,,,0.0745
dog-treats,Dog Treats,oz,0.7821,,,,0.7821,0.499,,,,0.499,0.1965,,,,0.1965,0.3756,0.2778,2026-08-11,2026-09-10,0.2778,0.1121,,,,0.1121,0.0582,,,,0.0582,0.1242,,,,0.1242
black-peppercorns,Black peppercorns,oz,,,,,,,,,,,0.8877,,,,0.8877,,,,,,0.9215,,,,0.9215,0.5118,,,,0.5118,0.9744,,,,0.9744
cayenne-pepper,Cayenne Pepper (ground),oz,0.4167,,,,0.4167,,,,,,1.8663,,,,1.8663,1.4229,0.96,2026-08-11,2026-09-10,0.96,1.18,,,,1.18,0.4738,,,,0.4738,0.7131,,,,0.7131
kidney-beans,Kidney Beans (canned),oz,0.0639,,,,0.0639,0.0548,,,,0.0548,0.0639,,,,0.0639,0.0865,0.0639,,,0.0639,0.0638,,,,0.0638,0.0665,,,,0.0665,0.0594,,,,0.0594
chickpeas,Chickpeas / Garbanzo Beans (canned),oz,0.066,,,,0.066,0.0548,,,,0.0548,0.0639,,,,0.0639,0.1056,,,,0.1056,0.0645,,,,0.0645,0.0665,,,,0.0665,0.0539,,,,0.0539
canned-pinto-beans,Canned Pinto Beans,oz,0.066,0.0587,2026-08-24,2026-08-30,0.0587,0.0548,,,,0.0548,0.0639,,,,0.0639,0.0865,0.0639,2026-08-09,2026-09-08,0.0639,0.0627,0.0856,2026-07-22,2026-09-02,0.0627,0.0681,,,,0.0681,0.0563,,,,0.0563
chili-beans,Chili Beans (in sauce),oz,0.0639,,,,0.0639,0.0548,,,,0.0548,0.0798,,,,0.0798,0.0865,0.0639,2026-08-11,2026-09-10,0.0639,0.0645,,,,0.0645,0.0883,,,,0.0883,0.0594,,,,0.0594
diapers,Diapers,each,0.2668,,,,0.2668,0.1499,,,,0.1499,0.1748,,,,0.1748,0.3329,0.3112,2026-08-09,2026-09-08,0.3112,0.168,0.2716,2026-08-10,2026-09-07,0.168,0.1402,,,,0.1402,0.1597,,,,0.1597
baby-food,Baby Food (jars/pouches),oz,0.435,,,,0.435,0.2225,,,,0.2225,0.2738,,,,0.2738,0.2725,0.235,2026-08-21,2026-09-20,0.235,0.1873,0.2857,2026-08-17,2026-08-31,0.1873,0.1998,,,,0.1998,0.1546,,,,0.1546
turkey-bacon,Turkey Bacon,oz,0.3325,,,,0.3325,0.349,,,,0.349,0.3325,,,,0.3325,0.4158,,,,0.4158,0.3325,,,,0.3325,0.3465,,,,0.3465,0.3267,,,,0.3267
baby-wipes,Baby Wipes,each,0.0554,,,,0.0554,0.0273,,,,0.0273,0.0312,,,,0.0312,0.0411,0.0339,2026-08-21,2026-09-20,0.0339,0.0318,,,,0.0318,0.02,,,,0.02,0.0139,,,,0.0139
refried-beans,Refried Beans,oz,0.0625,,,,0.0625,0.0619,,,,0.0619,0.0835,,,,0.0835,0.0931,0.0738,,,0.0738,0.0744,,,,0.0744,0.0806,,,,0.0806,0.0675,,,,0.0675
black-olives,"Black Olives (canned, ripe)",oz,0.3283,,,,0.3283,0.265,,,,0.265,,,,,,0.8844,,,,0.8844,0.3317,0.8844,2026-08-19,2026-09-02,0.3317,0.2944,,,,0.2944,0.3283,,,,0.3283
chocolate-chips,Chocolate Chips,oz,0.3325,,,,0.3325,0.3042,,,,0.3042,0.3329,,,,0.3329,0.3329,0.2783,2026-08-09,2026-09-08,0.2783,0.3325,0.4158,2026-08-19,2026-09-09,0.3325,0.2219,,,,0.2219,0.2589,,,,0.2589
muffins,Muffins (bakery),each,1.4975,,,,1.4975,,,,,,1.098,,,,1.098,0.99,,,,0.99,1.165,0.9983,2026-08-12,2026-09-09,0.9983,0.589,,,,0.589,0.5522,,,,0.5522
green-olives,Green Olives (stuffed),oz,0.2313,,,,0.2313,,,,,,,,,,,0.3805,0.309,2026-08-09,2026-09-08,0.309,0.4662,0.4757,2026-08-12,2026-09-09,0.4662,0.21,,,,0.21,0.28,,,,0.28
condensed-milk,Sweetened Condensed Milk,oz,0.1993,,,,0.1993,0.1393,,,,0.1393,0.2064,,,,0.2064,0.2136,0.1921,2026-08-09,2026-09-08,0.1921,0.1707,,,,0.1707,0.1426,,,,0.1426,0.1593,,,,0.1593
brownie-mix,Brownie Mix,each,1.78,,,,1.78,,,,,,,,,,,2.69,1.68,2026-07-31,2026-08-30,1.68,,,,,,2.745,,,,2.745,1.96,,,,1.96
vanilla-extract,Vanilla Extract,floz,3.395,,,,3.395,1.745,,,,1.745,3.495,,,,3.495,4.2475,3.2475,2026-08-11,2026-09-10,3.2475,1.4994,3.7475,2026-08-03,2026-10-26,1.4994,1.1225,,,,1.1225,2.44,,,,2.44
cocoa-powder,Cocoa Powder (baking),oz,0.6862,,,,0.6862,,,,,,,,,,,0.8738,0.685,2026-08-09,2026-09-08,0.685,0.8488,,,,0.8488,0.5209,,,,0.5209,0.5825,,,,0.5825
ranch-dressing,Ranch Dressing,floz,0.1386,,,,0.1386,0.1175,,,,0.1175,0.1538,,,,0.1538,0.18,0.155,,,0.155,0.1108,0.1994,2026-08-19,2026-08-26,0.1108,0.08,,,,0.08,0.1103,,,,0.1103
corn-muffin-mix,Corn Muffin Mix,oz,0.072,,,,0.072,0.0847,,,,0.0847,0.0882,,,,0.0882,0.1518,0.0847,2026-08-11,2026-09-10,0.0847,0.0841,,,,0.0841,0.0705,,,,0.0705,0.0847,,,,0.0847
oatmeal,Oats / Oatmeal,oz,0.1188,,,,0.1188,0.095,,,,0.095,0.1517,,,,0.1517,0.1569,0.1331,2026-08-09,2026-09-08,0.1331,0.1069,0.1939,2026-07-13,2026-09-14,0.1069,0.0499,,,,0.0499,0.0995,,,,0.0995
canned-pumpkin,Canned Pumpkin (100% puree),oz,,,,,,0.1193,,,,0.1193,0.1327,,,,0.1327,0.1721,0.1372,2026-08-11,2026-09-10,0.1372,0.146,,,,0.146,0.0871,,,,0.0871,0.1307,,,,0.1307
pancake-mix,Pancake Mix,oz,0.0841,,,,0.0841,0.0609,,,,0.0609,0.0841,,,,0.0841,0.0934,0.0841,2026-07-31,2026-08-30,0.0841,0.0684,0.0934,2026-07-13,2026-09-07,0.0684,0.0484,,,,0.0484,0.0619,,,,0.0619
brown-sugar,Brown Sugar,lb,0.985,,,,0.985,0.925,,,,0.925,,,,,,1.495,1.195,2026-08-23,2026-09-22,1.195,1.145,,,,1.145,0.9971,,,,0.9971,0.99,,,,0.99
sugar,Granulated Sugar,lb,0.7725,,,,0.7725,0.6975,,,,0.6975,0.9975,,,,0.9975,0.81,,,,0.81,0.6596,1.8543,2026-08-17,2026-09-14,0.6596,0.5992,,,,0.5992,0.7296,,,,0.7296
powdered-sugar,Powdered Sugar,lb,0.99,,,,0.99,0.925,,,,0.925,1.795,,,,1.795,2.99,,,,2.99,1.145,,,,1.145,0.9971,,,,0.9971,0.99,,,,0.99
maple-syrup,Syrup (pancake / maple),floz,0.0983,0.12,2026-08-24,2026-08-30,0.0983,0.0979,,,,0.0979,,,,,,0.1454,0.1242,2026-08-09,2026-09-08,0.1242,0.0912,0.1814,2026-07-13,2026-09-14,0.0912,0.0942,,,,0.0942,0.0867,,,,0.0867
diced-tomatoes,Canned Diced Tomatoes,oz,0.0711,,,,0.0711,0.0614,,,,0.0614,0.0683,,,,0.0683,0.0786,0.0683,2026-08-05,2026-09-04,0.0683,0.0675,0.0862,2026-07-28,2026-08-24,0.0675,0.0556,,,,0.0556,0.0529,,,,0.0529
coconut-milk-canned,Canned Coconut Milk,floz,0.2215,,,,0.2215,,,,,,,,,,,0.2215,,,,0.2215,0.1474,,,,0.1474,0.1371,,,,0.1371,0.1358,,,,0.1358
evaporated-milk,Evaporated Milk,oz,0.1567,,,,0.1567,,,,,,0.1492,,,,0.1492,0.1658,0.14,2026-08-11,2026-09-10,0.14,0.1075,,,,0.1075,0.1092,,,,0.1092,0.0833,,,,0.0833
canned-salmon,Canned Salmon,oz,0.494,,,,0.494,0.2298,,,,0.2298,0.4061,,,,0.4061,0.4739,0.3383,2026-08-09,2026-09-08,0.3383,0.3044,0.458,2026-08-17,2026-09-14,0.3044,0.2176,,,,0.2176,0.2556,,,,0.2556
fruit-cocktail,Canned Fruit Cocktail,oz,0.097,,,,0.097,0.1043,,,,0.1043,,,,,,0.1263,0.0997,2026-08-09,2026-09-08,0.0997,0.1097,,,,0.1097,0.1064,,,,0.1064,0.0927,,,,0.0927
corned-beef-hash,Corned Beef Hash (canned),oz,0.2796,,,,0.2796,0.2064,,,,0.2064,0.2193,,,,0.2193,0.3207,,,,0.3207,0.3207,,,,0.3207,0.1986,,,,0.1986,0.198,,,,0.198
sun-dried-tomatoes,Sun-Dried Tomatoes,oz,0.4988,,,,0.4988,0.4988,,,,0.4988,0.7488,,,,0.7488,0.7113,0.6212,2026-08-11,2026-09-10,0.6212,0.61,0.4994,2026-08-19,2026-09-16,0.4994,0.4158,,,,0.4158,0.6094,,,,0.6094
baby-formula,Baby Formula,oz,1.6776,,,,1.6776,,,,,,1.2346,,,,1.2346,1.9347,1.7734,2026-08-09,2026-09-08,1.7734,0.9409,,,,0.9409,0.7704,,,,0.7704,0.7313,,,,0.7313
pepperoni,Pepperoni (sliced),oz,0.5817,,,,0.5817,0.3988,,,,0.3988,0.4992,,,,0.4992,0.5948,,,,0.5948,0.4869,1.158,2026-08-03,2026-09-28,0.4869,0.295,,,,0.295,0.4405,,,,0.4405
body-wash,Body Wash,floz,0.3106,,,,0.3106,0.1695,,,,0.1695,0.1325,,,,0.1325,0.2206,0.165,2026-08-11,2026-09-10,0.165,0.1828,0.2495,2026-08-10,2026-10-05,0.1828,0.1327,,,,0.1327,0.165,,,,0.165
